CycID,phase_bin,qval
AT1G01100,4.0,0.0445030380514733
AT1G01190,4.0,1.96360873227492e-06
AT1G01610,4.0,0.0099229056400345
AT1G02630,4.0,0.0006910205549391
AT1G02780,4.0,0.0043162558236219
AT1G03130,4.0,1.37264853166696e-05
AT1G03360,4.0,6.05364191957686e-05
AT1G03710,4.0,6.05793370272089e-05
AT1G03800,4.0,0.00203998823765
AT1G04190,4.0,0.0005796710304425
AT1G04220,4.0,0.0001911054586891
AT1G04230,4.0,0.028623307763443
AT1G04250,4.0,0.0001021882628317
AT1G04270,4.0,0.0010834613958757
AT1G04530,4.0,0.0002057679694665
AT1G05320,4.0,0.0016641512821448
AT1G05550,4.0,0.0009000582335865
AT1G06050,4.0,0.0064804056616884
AT1G06570,4.0,0.0002778452541232
AT1G07260,4.0,0.0369751236246488
AT1G07390,4.0,0.0219940908831141
AT1G07450,4.0,0.0003482994720525
AT1G07590,4.0,0.0413438035379961
AT1G07710,4.0,0.0013822826632962
AT1G07930,4.0,0.0016608560848486
AT1G07940,4.0,0.0067451143963482
AT1G08120,4.0,0.0067990581525918
AT1G08360,4.0,0.0033147739430597
AT1G08640,4.0,0.0255450150894874
AT1G09155,4.0,0.0037515234617456
AT1G09180,4.0,0.0002483146651591
AT1G09520,4.0,0.004476485960093
AT1G09590,4.0,0.0021116673624946
AT1G09690,4.0,0.0435744973713194
AT1G10020,4.0,0.0005523814708043
AT1G10900,4.0,0.0003389633731884
AT1G11320,4.0,0.0086865901972244
AT1G11475,4.0,0.0119751332242883
AT1G12020,4.0,0.0015487976269769
AT1G12240,4.0,0.0021044797192462
AT1G12500,4.0,0.0006434891324607
AT1G12900,4.0,0.0007371788737171
AT1G13080,4.0,1.11034325422768e-06
AT1G13245,4.0,3.20139233378963e-05
AT1G13430,4.0,0.0025061845878599
AT1G13650,4.0,2.45402667963968e-06
AT1G13820,4.0,0.000141659680222
AT1G14100,4.0,0.0293661245083828
AT1G14120,4.0,0.0399095107809077
AT1G14280,4.0,2.16717368729352e-05
AT1G14320,4.0,0.0002435001363299
AT1G14600,4.0,0.0130854228356783
AT1G14700,4.0,1.71210196713176e-05
AT1G14760,4.0,0.0401209890475996
AT1G14770,4.0,0.0313402191308668
AT1G14810,4.0,0.0018359188028959
AT1G15180,4.0,0.001515473396665
AT1G15250,4.0,4.29325038718096e-05
AT1G15825,4.0,0.000614518780866
AT1G15870,4.0,0.0029563234331171
AT1G15930,4.0,0.001788326889583
AT1G15950,4.0,2.65788480659448e-05
AT1G16390,4.0,0.0044106981367769
AT1G16410,4.0,1.71204334629989e-05
AT1G16510,4.0,0.0051584558388102
AT1G16515,4.0,0.0341378673290309
AT1G17030,4.0,0.0017625520083493
AT1G17240,4.0,0.0467884027948468
AT1G17880,4.0,0.0012572910273206
AT1G18080,4.0,0.0001067255187785
AT1G18460,4.0,0.0001912092703059
AT1G18620,4.0,0.0013278949237606
AT1G18773,4.0,2.40039745740866e-05
AT1G18810,4.0,0.0019338005723245
AT1G19350,4.0,0.0256267357587172
AT1G19980,4.0,0.011251697943861
AT1G20330,4.0,0.0009403378479767
AT1G20650,4.0,0.0007173890201397
AT1G20823,4.0,0.0182147533306197
AT1G21050,4.0,0.0014588487005028
AT1G21140,4.0,0.0193925248881667
AT1G22600,4.0,0.0111984644879013
AT1G22650,4.0,0.0085772879417066
AT1G22690,4.0,0.0004088970819855
AT1G22780,4.0,0.0021375814148904
AT1G23290,4.0,0.0187878668906714
AT1G23480,4.0,0.0020279349422505
AT1G24310,4.0,0.0026326143412211
AT1G25520,4.0,0.0029303994673452
AT1G26761,4.0,0.0006922858466706
AT1G26790,4.0,7.16138861208953e-05
AT1G26880,4.0,0.0001130483558396
AT1G27380,4.0,0.0065901481354099
AT1G27400,4.0,0.0015137116715895
AT1G27950,4.0,0.0218101391393712
AT1G28010,4.0,0.0038216966116455
AT1G28130,4.0,0.0054295589076632
AT1G28395,4.0,1.92375541073379e-05
AT1G28670,4.0,0.0011539360772585
AT1G28815,4.0,0.0121847920631508
AT1G29250,4.0,0.0007096665676743
AT1G29430,4.0,0.0004302019551839
AT1G29440,4.0,0.0104635124859965
AT1G29500,4.0,0.0017061592116961
AT1G29710,4.0,0.0162311110981154
AT1G31920,4.0,0.0001240319259098
AT1G32583,4.0,0.0009823086122235
AT1G33240,4.0,0.006957409340109
AT1G33500,4.0,0.0150808463529167
AT1G34030,4.0,0.0011020238095257
AT1G35350,4.0,0.0385762531407726
AT1G36675,4.0,0.0010818152165905
AT1G41880,4.0,0.0007765633252049
AT1G42560,4.0,0.0267234757310688
AT1G43170,4.0,0.0017137626276403
AT1G44446,4.0,0.0007485360592977
AT1G44800,4.0,0.0333416358806479
AT1G47200,4.0,0.0225426664657666
AT1G47410,4.0,0.0180360260250302
AT1G48240,4.0,0.0100407360509088
AT1G48830,4.0,0.0018621986120724
AT1G49410,4.0,0.0046355522367116
AT1G51355,4.0,0.0007604272350423
AT1G51400,4.0,0.0057645793911119
AT1G51700,4.0,0.0017914594085704
AT1G52290,4.0,0.0333443506129512
AT1G52300,4.0,0.0012782522073787
AT1G52340,4.0,0.0380581517674887
AT1G52540,4.0,0.0049112768096271
AT1G53163,4.0,0.0166560704423125
AT1G53170,4.0,0.0140170888968801
AT1G54010,4.0,2.88936470971919e-05
AT1G54110,4.0,0.0492492394930204
AT1G55390,4.0,0.0356411534079515
AT1G55920,4.0,0.0052059248632078
AT1G56045,4.0,0.0308873025229697
AT1G56150,4.0,0.0118026624386953
AT1G56720,4.0,0.0067328672014314
AT1G58290,4.0,0.0002294861240545
AT1G59850,4.0,5.35944705109609e-05
AT1G60940,4.0,0.0120895120813048
AT1G60970,4.0,0.0385229095803755
AT1G61040,4.0,0.0193811856223398
AT1G61240,4.0,0.0145328517647951
AT1G61255,4.0,0.0124638592835658
AT1G61580,4.0,0.0001748753492362
AT1G61600,4.0,0.0135141092871348
AT1G62370,4.0,0.0131349388869919
AT1G62580,4.0,0.0410868995988611
AT1G62800,4.0,1.46115755016203e-05
AT1G64200,4.0,0.0119490213669629
AT1G64670,4.0,0.0200837890014521
AT1G65590,4.0,0.003924309652938
AT1G65860,4.0,1.80850991871928e-06
AT1G65930,4.0,0.0021863539413078
AT1G66100,4.0,0.0005296780084257
AT1G66130,4.0,0.0010847968420862
AT1G66230,4.0,0.011381463194771
AT1G66780,4.0,0.0045802800309389
AT1G67340,4.0,0.0043169460525146
AT1G67900,4.0,0.0033921560137785
AT1G68650,4.0,0.0168799784496796
AT1G68670,4.0,0.0282474476560883
AT1G68840,4.0,0.0058646845013114
AT1G68862,4.0,0.0336972686356076
AT1G69150,4.0,0.0280947106545621
AT1G69160,4.0,0.0003452599567716
AT1G70230,4.0,0.0204490615284047
AT1G70600,4.0,0.0020469980536168
AT1G70985,4.0,3.6104655760662e-05
AT1G71740,4.0,0.0314598568645254
AT1G71890,4.0,0.0050390223063881
AT1G72230,4.0,0.0437444101523779
AT1G72370,4.0,0.0004551583819608
AT1G72430,4.0,0.0019021250887387
AT1G72500,4.0,0.0019446683421383
AT1G73120,4.0,0.0230510840501742
AT1G73140,4.0,0.0112078808604646
AT1G73230,4.0,0.0108169119798994
AT1G73670,4.0,0.0330715264780636
AT1G73740,4.0,0.0210666322146793
AT1G73860,4.0,0.0084808305474608
AT1G73870,4.0,0.0001409815180282
AT1G73920,4.0,0.0014925703913447
AT1G74060,4.0,0.016838258284741
AT1G74470,4.0,5.53554584534978e-05
AT1G74890,4.0,0.0310840084591032
AT1G75100,4.0,3.14231869592787e-05
AT1G75770,4.0,0.0002279643606509
AT1G76100,4.0,0.0003027168702206
AT1G76405,4.0,0.0423558013775298
AT1G77940,4.0,0.0020982646911386
AT1G77960,4.0,0.0018586788080142
AT1G78070,4.0,0.0006785143163163
AT1G78120,4.0,0.0060144804122181
AT1G78370,4.0,4.15640389425807e-06
AT1G78820,4.0,0.012995484299025
AT1G79540,4.0,0.0026183179938204
AT1G79770,4.0,0.0001765704153222
AT1G80720,4.0,0.0175129072578147
AT1G80760,4.0,8.77456003785485e-05
AT1G80865,4.0,0.0461982976899166
AT2G01100,4.0,0.0058323081071558
AT2G01250,4.0,0.0015236473975944
AT2G01570,4.0,0.0010839587568465
AT2G01860,4.0,0.0183612202215299
AT2G01890,4.0,0.0010296125497433
AT2G03750,4.0,3.20139233378963e-05
AT2G04390,4.0,0.0403189505996527
AT2G04520,4.0,0.0030980191004107
AT2G04795,4.0,0.0005989319401764
AT2G05220,4.0,0.0295162182810795
AT2G11910,4.0,0.0100078140752513
AT2G13550,4.0,0.0004453244356436
AT2G16280,4.0,0.032630539607785
AT2G16760,4.0,0.0001649614149011
AT2G17360,4.0,0.0484112487538945
AT2G17550,4.0,0.0009077455332992
AT2G17670,4.0,0.031248246569663
AT2G17870,4.0,0.0356091086682446
AT2G18020,4.0,0.0001759842262131
AT2G18190,4.0,0.0088141454219666
AT2G18300,4.0,3.11615167025651e-05
AT2G18450,4.0,0.001359084802726
AT2G18560,4.0,0.0004146422992299
AT2G19582,4.0,0.0200962747190073
AT2G19670,4.0,0.001336916006264
AT2G19730,4.0,0.0017283178619527
AT2G19750,4.0,0.0006303857412204
AT2G19780,4.0,0.0370651116978439
AT2G20180,4.0,0.0002061434758291
AT2G20250,4.0,0.0033821642408318
AT2G20450,4.0,0.0008268455056665
AT2G20610,4.0,8.70083540325063e-05
AT2G20670,4.0,0.0002241429518662
AT2G20750,4.0,4.84904456127991e-06
AT2G21220,4.0,0.0145756073528522
AT2G21320,4.0,1.1250278182203e-06
AT2G21580,4.0,0.0005094267772208
AT2G22770,4.0,0.0459342328816247
AT2G22850,4.0,0.0216831794573057
AT2G23130,4.0,0.0018704742809344
AT2G23350,4.0,0.0009550798516699
AT2G23550,4.0,0.0031644304338789
AT2G24100,4.0,0.0224912696728178
AT2G24150,4.0,1.19512927654454e-05
AT2G25210,4.0,0.0006802088457099
AT2G25780,4.0,0.0249144173941856
AT2G27360,4.0,2.039759837588e-05
AT2G27530,4.0,0.0040388129528341
AT2G27710,4.0,0.0001530143482037
AT2G28105,4.0,1.33606616081442e-05
AT2G28470,4.0,0.0005867133220109
AT2G30520,4.0,0.0001202834395016
AT2G31380,4.0,2.61109428406059e-06
AT2G32450,4.0,0.0006992168571906
AT2G32550,4.0,9.92129673660306e-05
AT2G32800,4.0,0.0143718213294048
AT2G33700,4.0,0.0109457370322348
AT2G33735,4.0,0.0390112407904572
AT2G34060,4.0,0.0109144943250937
AT2G34480,4.0,0.0053490060163766
AT2G34490,4.0,0.028389175341131
AT2G34960,4.0,0.0070932296052171
AT2G35060,4.0,0.0011739526208374
AT2G35260,4.0,5.93124944739547e-05
AT2G35382,4.0,0.0390430835628067
AT2G35430,4.0,0.0278444963722931
AT2G35800,4.0,0.0003112409340916
AT2G36160,4.0,0.0095372313884885
AT2G36170,4.0,0.001475107751463
AT2G36620,4.0,0.0015503171155572
AT2G36910,4.0,0.0010758347195285
AT2G37025,4.0,0.0188412832136314
AT2G37170,4.0,0.0036835192018932
AT2G37180,4.0,4.64991900673097e-06
AT2G37270,4.0,0.0011123764015241
AT2G37460,4.0,0.0254760552264732
AT2G37600,4.0,0.001219247326423
AT2G37720,4.0,0.0118830373642305
AT2G37900,4.0,0.0145331394911726
AT2G38430,4.0,0.0172586440796128
AT2G38480,4.0,0.0001043176515955
AT2G38640,4.0,0.0116992683672777
AT2G39250,4.0,2.67724613890571e-05
AT2G39390,4.0,0.0002209980286197
AT2G39460,4.0,0.0051656584613361
AT2G39510,4.0,0.0145144768121432
AT2G39795,4.0,0.0113709546665811
AT2G40008,4.0,0.0293927300794576
AT2G40010,4.0,0.000367954452103
AT2G40320,4.0,0.0121150748659493
AT2G40400,4.0,4.12602512351342e-06
AT2G40900,4.0,0.0012799307037552
AT2G41050,4.0,0.0006686668095987
AT2G41250,4.0,0.0002027475607105
AT2G41312,4.0,0.0045676035902614
AT2G41840,4.0,0.0138448305787443
AT2G41870,4.0,0.0024128742413512
AT2G41905,4.0,0.0385285482888741
AT2G42220,4.0,1.567070874772e-05
AT2G42750,4.0,0.0213775684998985
AT2G42980,4.0,0.0116671028418549
AT2G43090,4.0,0.0469815768280338
AT2G43100,4.0,7.2942954159022e-05
AT2G43290,4.0,0.0015409012377355
AT2G44120,4.0,0.003285761964596
AT2G44230,4.0,0.0035841361376398
AT2G45400,4.0,0.0107194404927985
AT2G45870,4.0,0.0081315570366255
AT2G45960,4.0,0.0058381804906798
AT2G45970,4.0,0.0016452361402528
AT2G46280,4.0,0.0479705408449857
AT2G46290,4.0,0.0008831489229847
AT2G46310,4.0,0.0013778748117574
AT2G46640,4.0,0.0009755027966895
AT2G46690,4.0,0.0273134759770957
AT2G46710,4.0,0.0016772792704416
AT2G46810,4.0,0.0439805068621843
AT2G46830,4.0,1.79628170812809e-05
AT2G47110,4.0,0.0210201111238824
AT2G47450,4.0,0.0001158593154328
AT2G47610,4.0,0.0010265285406004
AT3G01060,4.0,0.0001136763021573
AT3G01510,4.0,0.0029390549750742
AT3G01550,4.0,1.03440787067254e-05
AT3G02080,4.0,0.0052129682539211
AT3G02140,4.0,0.0001523282279005
AT3G02380,4.0,4.404983954992e-05
AT3G02470,4.0,0.0003552913533385
AT3G02500,4.0,0.0065268428462036
AT3G02560,4.0,0.0010529400606525
AT3G02832,4.0,0.0068241994486861
AT3G02885,4.0,0.0079471244406852
AT3G03200,4.0,2.71445114183296e-05
AT3G03630,4.0,0.0042714593603053
AT3G03780,4.0,7.04678508453059e-06
AT3G03820,4.0,0.0001567338924063
AT3G03920,4.0,0.0004078623890183
AT3G04120,4.0,0.0140097474154465
AT3G04840,4.0,1.92375541073379e-05
AT3G04950,4.0,0.0235491927566866
AT3G05550,4.0,0.010363375509299
AT3G05560,4.0,0.0017339098835727
AT3G05590,4.0,0.0006928154045123
AT3G05620,4.0,0.012448435974782
AT3G05905,4.0,0.0036762796125645
AT3G06020,4.0,7.25306337495383e-05
AT3G06330,4.0,0.0123700012118456
AT3G06700,4.0,0.0012006540569577
AT3G06750,4.0,0.0185236870831126
AT3G07110,4.0,0.0002766501992067
AT3G07210,4.0,0.0172049482876504
AT3G07340,4.0,0.0405099829010562
AT3G07750,4.0,0.0034805175127909
AT3G09200,4.0,0.0003547212509171
AT3G09450,4.0,0.0001898318279977
AT3G09500,4.0,0.0010653683661049
AT3G09595,4.0,0.0104077396976153
AT3G10590,4.0,0.0203985372771591
AT3G10610,4.0,0.0002927305801335
AT3G10720,4.0,0.0007285706748729
AT3G10760,4.0,0.0167195381180349
AT3G11400,4.0,0.0369993995660682
AT3G11415,4.0,0.0333427474250386
AT3G11510,4.0,0.0010043171223568
AT3G11940,4.0,0.015409339796906
AT3G12110,4.0,0.0001836669182902
AT3G12150,4.0,0.0006668160981361
AT3G13020,4.0,0.0042013412943951
AT3G13405,4.0,0.0003466750847864
AT3G13920,4.0,6.16536365987165e-05
AT3G14160,4.0,0.007939813547757
AT3G15510,4.0,3.08803140734099e-05
AT3G16080,4.0,2.50947010758967e-05
AT3G16420,4.0,0.0433909795427706
AT3G16470,4.0,0.0010612765124023
AT3G16520,4.0,0.0001195395235337
AT3G16780,4.0,0.0002791859166436
AT3G17170,4.0,0.010139591891926
AT3G17225,4.0,0.0271577043083772
AT3G17510,4.0,7.65155554394159e-06
AT3G17800,4.0,2.10323426113255e-05
AT3G18200,4.0,0.0149918845558776
AT3G18740,4.0,0.0245718416543628
AT3G18880,4.0,0.0210589949794985
AT3G18980,4.0,0.0002854345943113
AT3G19130,4.0,0.0234758109150235
AT3G19700,4.0,1.56799267982733e-05
AT3G19710,4.0,2.8140324997972e-06
AT3G19840,4.0,0.0227411529367382
AT3G20898,4.0,0.0210937548041639
AT3G22060,4.0,0.0127337562903703
AT3G22070,4.0,0.0266076396666829
AT3G22230,4.0,0.0091252131046268
AT3G23210,4.0,4.75830463523039e-06
AT3G23320,4.0,0.0412028810580643
AT3G23390,4.0,0.0014293244492804
AT3G23960,4.0,0.0320880992430497
AT3G24010,4.0,0.0356129768980976
AT3G24140,4.0,0.0345851954684048
AT3G24480,4.0,0.0008436180608643
AT3G24830,4.0,0.0012799307037552
AT3G25882,4.0,0.0021424250927383
AT3G26000,4.0,0.0131928214534002
AT3G27540,4.0,0.0017027617143816
AT3G27630,4.0,0.0477378631927796
AT3G27660,4.0,0.0214316152424282
AT3G27710,4.0,0.0129683589884532
AT3G28770,4.0,0.0032322324910885
AT3G28900,4.0,0.000576363901957
AT3G29810,4.0,0.0155130966935844
AT3G43980,4.0,0.0021762384650158
AT3G44590,4.0,0.0010630849119658
AT3G44900,4.0,7.35551074987465e-05
AT3G45030,4.0,0.002483993498285
AT3G46880,4.0,0.0002559947178938
AT3G47220,4.0,0.0091034245481694
AT3G47370,4.0,9.3200852672674e-05
AT3G47560,4.0,0.0262318299579301
AT3G48100,4.0,2.40549695898222e-07
AT3G48610,4.0,0.0218101391393712
AT3G48930,4.0,6.60674439287684e-05
AT3G49010,4.0,0.0004954788651352
AT3G49160,4.0,0.0168243752183105
AT3G49220,4.0,0.021619982186944
AT3G49910,4.0,0.002391008772469
AT3G50820,4.0,1.25819249439437e-05
AT3G51710,4.0,0.0009649047252478
AT3G51920,4.0,0.0005186525777454
AT3G52590,4.0,0.0123904068189693
AT3G52840,4.0,0.0132398273167626
AT3G53020,4.0,0.0114936398327526
